student_id,weekly_self_study_hours,attendance_percentage,class_participation,lms_login_frequency,videos_watched,assignment_submission_rate,quiz_attempts,forum_activity,late_submissions_count,previous_grade,total_score,grade
S00017,18.302247415491987,89.45064193866483,7.4661804799834695,38,26,0.549252767128502,5,2,1,D,100.0,A
S00018,19.303680029535965,93.1407295602995,10.0,20,8,0.6930940687810383,5,7,2,A,96.17282916100645,A
S00019,20.712003952736737,71.64805822011223,6.419712873720634,19,17,0.39703055506282703,7,7,2,D,73.12026663470549,B
S00020,29.103499778425828,84.45112407901512,5.692861168835399,11,45,0.7102721718959271,14,8,0,B,100.0,A
S00021,19.11028760729767,82.7255290081299,6.545143058918144,58,38,0.9271131280361198,14,6,1,B,100.0,A
S00022,8.152568657365055,77.47534197164008,4.881091573881142,14,3,0.7714609083873267,7,5,0,C,66.66715022193708,C
S00023,20.436781991477407,64.27044436110047,2.8089001048485898,22,30,0.5696799304788365,20,6,0,C,100.0,A
S00024,1.6469411272757455,68.33251883671225,2.6845427667297344,36,24,0.6364306186978833,11,0,3,B,74.69868191940196,B
S00025,23.259722084409177,100.0,0.4418901021379593,15,49,0.5584661068762438,12,7,0,B,99.14743190779654,A
S00026,14.15905196202869,55.5758628828021,0.0,6,53,0.9646527614302474,9,3,2,D,95.22677503271163,A
S00027,18.696827794106166,60.27737023428074,5.59717908672041,13,31,0.6229372806276479,10,6,5,B,67.07566453574069,C
S00028,15.567779325117968,85.30272769148957,6.317981420310303,18,22,0.7415196522571439,14,3,0,C,93.22368400257474,A
S00029,17.458396167012875,88.49399813149876,7.438586356516881,26,17,0.587963791960606,13,6,1,B,100.0,A
S00030,24.295498541974197,64.9619590772818,9.658579327517977,15,23,0.7523246111944932,10,7,0,D,100.0,A
S00031,13.958855565058524,79.86249528732664,5.290987894978155,25,17,1.0,4,1,4,C,87.80938513463877,A
S00032,14.929463630033538,64.51280132862124,0.0,37,25,0.8607626102752517,13,9,1,D,93.55023519155425,A
S00033,16.85639949886109,67.93442541572516,0.6557469755080279,5,19,0.6573105696576305,11,9,3,A,67.52980437597105,C
S00034,14.963497368077629,70.46513636885538,2.9529721966395384,19,49,0.8541726202928079,12,5,0,D,84.88630098984537,B
S00035,15.100739206254358,78.36138722715626,5.293028295646495,12,30,0.7995996582490899,17,7,6,C,77.72796038220707,B
S00036,22.81047301184882,73.33602096555735,0.6414516227829177,27,27,0.4289884088964135,15,0,0,D,96.27034972243185,A
S00037,18.935353372052045,61.52377992977463,1.0393003789380737,38,47,0.606164869579059,1,9,1,B,99.18784731322494,A
S00038,14.55612033361861,73.37057003866717,5.778167926999082,23,52,0.7624916962195895,8,0,0,C,98.56938238630335,A
S00039,25.22141457518807,51.98828743896567,5.996942035938775,12,53,0.7231349268585717,15,5,6,D,100.0,A
S00040,12.847244496568397,59.69425129106768,9.467135521653436,28,23,0.63153827227512,1,9,3,B,79.50397528145687,B
S00041,15.592758243358201,97.53535578144042,9.885846636713875,6,4,0.6888904602206762,11,4,0,C,92.35451060403878,A
S00042,14.397570761959013,73.15633040172817,1.6962442854586643,24,41,0.6418615383937913,20,4,1,A,87.90062808239128,A
S00043,8.657017341901247,67.04613572441339,4.678908920136326,9,21,0.4604244214822303,19,5,0,D,77.30085853499402,B
S00044,10.037090219715584,87.77031396900765,2.790763483227061,25,21,0.45438919617527507,21,4,0,C,65.05770845091475,C
S00045,17.490001236348288,83.6483544458365,10.0,31,28,0.5088919118799148,1,5,0,A,83.51997388531127,B
S00046,9.765013231095875,59.08106050580115,2.680325088641531,16,33,0.882112824474216,15,6,0,C,82.0336794112979,B
S00047,19.31128034947727,97.84686115904486,1.8882615370206306,18,16,0.42344005380713273,14,10,0,A,97.61130927311451,A
S00048,9.992056557964798,68.12835145752935,3.854269332893715,15,17,0.5909661601336311,0,7,2,D,57.69252867195479,C
S00049,21.043129806606046,66.34843004147501,6.502751562873142,10,31,0.8502774246743577,1,6,0,B,95.75141902336911,A
S00050,0.0,79.19636024680064,3.624142169171003,16,7,0.8595472629157269,4,5,7,A,26.068445546464456,D
S00051,11.923555646161397,62.09379952074072,8.018878427643322,14,42,0.4740586290684763,12,9,0,B,79.75407025534163,B
S00052,15.715151353165195,77.54593926585561,6.464132238136248,35,28,0.7227458920425961,7,6,1,D,94.3745269893799,A
S00053,31.60320638916351,79.34662285344619,7.6133741102950765,16,48,0.6183849253956897,0,1,0,C,100.0,A
S00054,15.128427349151448,51.29622094884709,4.282464001909494,28,43,0.7191240891778784,5,5,2,B,87.68866174556955,A
S00055,11.67769668879359,80.07744611241621,6.898345598318855,42,32,0.7496441172600672,7,2,3,A,83.16076953842402,B
S00056,18.216275840375378,97.64656968689435,3.9574197986811352,28,49,0.6110724883508719,7,3,3,C,100.0,A
S00057,30.014366500464526,81.20152354835551,2.678632402689281,7,3,0.9992088622978366,13,4,2,C,90.44840603871943,A
S00058,15.37532347960207,71.95730670494771,10.0,25,33,0.7884233330626945,11,1,0,C,100.0,A
S00059,13.993704639202814,60.15592769612129,5.167174736866084,30,4,1.0,9,3,0,C,73.10752525310295,B
S00060,20.025120107845353,71.5518064283042,8.810376639727146,11,7,0.6478529670216362,4,4,1,B,72.63440361529643,B
S00061,20.569650918507346,71.53598204686983,10.0,31,25,0.4786948182516659,22,5,2,B,100.0,A
S00062,16.24029298876415,73.27733970775465,10.0,8,50,0.16812972859012543,0,1,0,A,78.91551997788817,B
S00063,8.777466499272997,53.88732457923268,1.6682724636025137,37,44,0.9543110189988318,13,1,0,C,92.06017558421688,A
S00064,13.166271587571265,69.73977708181819,7.4415917243708165,10,33,0.7505511015075773,18,1,0,D,84.31801145438051,B
S00065,4.991091388917576,79.89199533363177,7.772081057620703,18,22,0.9098018451673778,6,0,0,C,82.66533468214807,B
S00066,0.0,93.7004210479438,0.0,14,44,0.6938083498726852,8,9,6,B,55.63882405118019,C
S00067,13.528133309178568,77.56298157191912,5.0553017991961795,23,21,0.5443390549195374,10,2,2,C,62.47634493255639,C
S00068,19.215499301054322,67.96278419707598,9.86160033549763,35,14,0.8020592779164646,9,7,2,A,83.28297792547676,B
S00069,9.194049494772276,82.76488530703685,5.560300293431235,12,20,0.4186677806303555,5,0,0,C,75.37442546911376,B
S00070,12.56357089210194,100.0,5.285962420843157,21,39,0.39616400340276453,9,3,0,C,96.0117832491816,A
S00071,29.16640508508408,74.47517264254557,3.119098826636698,38,40,0.5875066448211465,13,7,3,B,98.430725506927,A
S00072,13.190038247930591,55.209781662938916,8.1937060340801,21,42,0.8237323919419864,16,8,1,B,100.0,A
S00073,16.66150149730489,81.44427328698879,5.81473651158612,7,13,0.9106305706665807,9,7,2,B,86.0207527348164,A
S00074,19.00826674813876,53.922601164533106,1.872545377318584,32,26,0.7269969441639377,12,0,0,C,100.0,A
S00075,22.117046364987495,79.00575398803889,5.246851967826273,30,22,0.9818694880371159,21,3,1,B,100.0,A
S00076,21.34926353584283,61.91054058943484,4.098918535734114,11,14,0.48981760843436256,0,1,0,D,78.02642502637816,B
S00077,13.288089246195929,89.76483597714875,4.851608871042701,26,13,0.77648194923681,10,6,2,B,100.0,A
S00078,10.208604827525313,67.23699523637664,6.666130450420724,13,22,0.6663770208749412,8,1,3,A,79.30541699197958,B
S00079,20.063454542044084,66.71665433578544,5.608769062553899,4,53,1.0,6,3,2,C,94.10061870520126,A
S00080,15.837882389105044,62.24165312006707,0.0,7,43,0.5098632417189346,5,4,3,A,48.89415108370871,D
S00081,24.507146187584674,74.75365655890872,10.0,14,22,0.9088321754138143,13,10,3,C,100.0,A
S00082,18.37347939129808,88.99494963975852,6.216852779421137,27,37,0.8714891863434812,15,9,0,D,100.0,A
S00083,16.17370949146658,72.49322879524719,8.61952689952507,11,35,0.6213322375345278,10,8,2,C,91.3892740275515,A
S00084,4.198012704457399,86.29956403616474,9.485401236552235,22,33,0.6197240485335547,12,5,4,D,64.60727282705845,C
S00085,16.55271994318646,68.30349578174207,8.220895249579316,9,31,0.5599758370121652,15,0,0,C,95.60320506117526,A
S00086,0.0,73.03442389501507,7.196370821999216,30,4,0.6187014246607476,3,4,3,B,66.04674390878264,C
S00087,10.487370954106172,78.65701070656799,1.159086803987317,28,39,0.6801648272441234,19,1,0,D,81.76484802651751,B
S00088,13.347462652549368,88.46832808140513,2.8673842087662766,13,31,0.6541194794539295,14,3,3,A,78.44276875996752,B
S00089,18.654025753230272,80.14088019566556,6.709301840696612,24,39,0.9658305060264862,10,7,1,A,100.0,A
S00090,8.940803864813528,80.62466907509564,0.9251864098299416,16,18,0.6971421937220061,2,6,0,B,71.88687867315299,B
S00091,0.0,68.21540521126386,0.24829152954283007,27,41,0.7850915123569929,5,4,1,C,44.95784745655287,D
S00092,29.253000723402938,82.87333167995925,2.371043996077456,20,25,0.6827723109033271,9,2,2,C,89.2253738571567,A
S00093,19.58066225084927,66.43231515325805,9.198066309758007,29,30,0.5706126444588852,13,6,3,B,100.0,A
S00094,22.601163767990656,76.71800049323195,4.406140620295009,33,36,1.0,8,5,0,C,100.0,A
S00095,32.13816286889491,74.63468111608526,10.0,24,30,0.7240062653436522,13,1,1,D,100.0,A
S00096,21.98526838895319,88.99318626492932,0.0,10,6,1.0,9,10,0,C,85.24885559093039,A
S00097,26.040730833179612,97.14810524588844,3.123311895471412,23,37,0.7521347531647814,7,2,1,B,100.0,A
S00098,23.499212079000962,72.64904402666211,0.0,22,12,0.7638446684391093,11,4,3,B,72.99785970161906,B
S00099,17.772031053845726,67.98448198032163,4.859238263362448,24,31,0.443401555162286,14,3,0,C,88.26029899714443,A
S00100,19.165315364273674,62.424187633231725,7.541237029955104,32,48,0.6820954779504188,11,8,1,A,100.0,A
S00101,14.702222107921267,73.92598110878905,7.18288863091094,20,40,0.6838566839782835,10,0,3,B,90.34632508400718,A
S00102,38.50202277734219,43.48621707822123,2.3865987078874498,24,15,0.8288536319018603,11,3,4,A,100.0,A
S00103,18.965455103780837,88.05101596033131,5.45125671543073,23,66,0.6884762405932828,11,8,4,B,100.0,A
S00104,28.049006818254973,58.65610352558021,2.6851150327493647,22,45,0.64952399130711,11,9,3,B,100.0,A
S00105,5.17913747890406,92.8420573338696,6.792200209549574,27,25,0.9751413626623239,9,5,1,B,87.5801358332903,A
S00106,1.8500742752955386,55.82966124845436,2.344509503000457,35,6,0.6392928028845604,3,3,2,C,43.61475999427622,D
S00107,33.01948644275447,64.67774482233415,7.945296460974783,16,0,1.0,3,0,4,C,100.0,A
S00108,19.603749339955442,85.19959613275134,4.241942935997108,23,27,0.8106146552880958,9,2,0,B,88.19899846131453,A
S00109,26.136018290756795,77.69841226730217,7.7549498180069385,4,15,0.8881542375976431,5,4,3,A,84.333249728926,B
S00110,16.77826173966627,100.0,5.481428620996537,10,50,0.6849711666379966,7,5,2,C,91.72182727070144,A
S00111,15.32473352963106,75.73290105488556,2.8940249365797337,13,8,1.0,3,2,0,D,84.97097414802757,B
S00112,8.37444814987389,100.0,5.71843238511769,12,63,0.45243581118257675,12,2,1,A,87.18263155614952,A
S00113,13.823983986972092,75.65717207968665,7.891637350384729,42,21,0.4260394040841844,9,12,0,B,100.0,A
S00114,23.83239309186683,89.64575930193155,5.908056046987958,14,5,0.8126690925010047,4,2,0,C,92.77188318521287,A
S00115,2.5528348303709816,78.50678867686122,5.992640696643371,28,0,0.7748113139695144,16,1,5,B,71.70230774726619,B
S00116,9.552901743687347,76.44650578190235,2.02792283408689,26,16,0.7162553685534055,17,4,4,C,63.05417191388932,C
S00117,12.468732402441585,58.61530852991132,8.63929309993755,21,64,0.7786635678788744,10,4,2,C,93.05331950329177,A
S00118,7.88203118570745,58.94108492646597,2.8871368754264335,17,31,0.8416178243713353,5,0,6,C,42.60336379560965,D
S00119,21.707926195613133,74.9089363269016,5.245488075642695,19,43,0.6419450911622697,11,5,0,A,100.0,A
S00120,12.175871546195502,57.181307870369025,1.8902722509311083,33,30,0.7340994470080862,8,5,6,C,66.16119949146609,C
S00121,4.5053101411987235,75.15528929765071,1.8046590107738822,16,20,0.6626057394029108,10,6,1,B,66.51547231919623,C
S00122,17.346154513068022,31.67593192210913,5.849898255320471,12,38,0.44350027577569545,5,6,0,D,73.89765061815427,B
S00123,12.303312231055685,77.23001185803167,3.1597920093771807,16,24,0.7340832444750975,10,5,2,B,88.10868237430958,A
S00124,33.30945655038138,82.49290477643113,1.8680814800052254,17,28,0.8978738876564263,7,1,4,C,98.58990620138498,A
S00125,0.0,66.35234398909921,3.361266655242552,23,7,0.7366719839558311,9,6,2,B,45.89575237860601,D
S00126,14.679291898747573,57.104100676346455,8.504653165450595,11,0,0.6110108479750657,5,0,2,D,71.24021989612267,B
S00127,23.31923749916861,64.96390892010125,3.183153380789408,38,40,0.6024177183708594,20,3,3,C,100.0,A
S00128,16.347161539801974,65.39259847846223,1.4261295821365816,20,31,1.0,8,5,2,A,78.60331801078404,B
S00129,7.227087691914788,54.793105657054554,8.601241723833276,13,14,0.8073305505054572,15,7,3,C,69.38039624136417,C
S00130,10.980300104715067,56.211164814517566,5.843538686808358,10,39,0.9449254174452664,7,5,4,C,90.59098459268816,A
S00131,23.580058698478418,83.07444118574449,3.905141811371344,11,14,0.3067286821247996,20,1,1,D,89.96170055121601,A
S00132,22.304001762194396,54.89170229994258,5.912378512009428,22,42,0.537270928788065,16,4,3,C,100.0,A
S00133,4.625344416353228,77.7153233805556,6.199063855257925,13,22,0.8172728037510186,16,5,2,C,93.64681453252956,A
S00134,15.627435192149141,46.51235418126799,10.0,26,34,0.8800457317830471,6,6,1,B,96.9483034020335,A
S00135,8.195836366325599,71.86465114070963,3.258429650585832,25,55,0.7789343059645961,4,6,4,C,65.16440115490008,C
S00136,6.149534550173264,53.252151517786416,3.637431325065453,11,17,0.2811758744672445,12,6,0,B,71.24506986785543,B
S00137,25.100672827417455,52.11515528144858,3.3444255623226598,45,21,0.7369102606394073,17,11,6,C,100.0,A
S00138,21.622800767699346,65.62815679598921,4.978871603225794,33,46,0.5701468843848151,14,7,0,A,100.0,A
S00139,0.06770706341552035,64.24766519095793,4.751957942471902,18,52,0.8261623369109554,4,10,4,A,65.19923329116394,C
S00140,12.566208950625489,92.21113995287409,8.595924115973153,0,11,0.7697288688668441,2,1,0,C,82.29235694495449,B
S00141,13.81917930961065,79.84751571277172,3.601890494395273,4,37,0.5934598320676177,4,0,1,B,84.89376570381066,B
S00142,21.22487348900814,88.502654803687,6.064335446510599,9,35,0.5853124356915523,11,5,0,B,89.44820240753282,A
S00143,17.938924054529423,71.6028166214771,7.740753878699748,11,52,0.6457752797914862,9,2,0,B,100.0,A
S00144,15.698648463323273,78.70616066709455,7.107219707453195,20,28,0.5791975450149746,14,2,0,C,100.0,A
S00145,14.714868141620132,81.9964497365029,0.15460455228347136,31,18,0.5379495125971238,11,8,0,D,84.2565900147199,B
S00146,16.218524108612993,70.56688139780177,6.138446171496522,38,28,0.5341966160683274,3,4,1,B,100.0,A
S00147,31.45996375769359,84.28731391507796,5.062381123026224,12,27,0.9749752838296369,6,2,1,C,100.0,A
S00148,15.759950010850437,53.30807951159757,3.918579787386212,25,34,0.6936163010713275,9,2,2,B,90.12387432912182,A
S00149,8.985671599238525,79.48129362548529,3.72092721138337,31,31,0.4123444043365266,14,2,5,C,82.5639892905986,B
S00150,13.465428334346885,86.48085321255651,1.3426561660423504,21,44,0.8312721739657096,14,3,1,D,94.43932383657658,A
S00151,11.770812294064026,69.97837001840189,2.134632261951941,24,60,0.4864934171491454,10,9,1,D,86.67474327416055,A
S00152,26.458736249740014,92.23100224394159,1.4329661528598967,17,30,0.6466170575971357,18,5,0,D,100.0,A
S00153,25.54078028486368,77.52691464404421,1.9803723041610768,31,49,0.6763862946017842,0,3,4,B,89.87634323347338,A
S00154,8.280952827914117,83.18725761843022,3.304145670802755,15,20,0.2940652264520835,13,8,0,D,82.48700596206754,B
S00155,14.806435148872671,81.05595135504915,2.2888944178096153,23,12,0.9375358776923127,7,5,2,B,78.56029964674354,B
S00156,21.220249926519553,67.36207139271804,9.127598519551869,30,0,0.7251693939238714,15,1,3,C,100.0,A
S00157,13.06993876305166,81.14727985392769,7.017721103608194,38,28,0.5050941390658716,15,4,0,D,100.0,A
S00158,7.459476868455475,72.1869881991769,4.334417288614081,24,23,0.8501173707671552,10,5,3,B,69.13024060853995,C
S00159,29.70546941436098,80.50930970102011,4.329602052884444,16,29,0.6393640434331449,13,0,0,C,98.22852182038537,A
S00160,22.193085709499936,81.42469443710245,7.7074076675053504,22,41,0.5701337376159211,10,3,0,D,100.0,A
S00161,16.90695186187828,61.089702987141386,7.925592889347289,25,32,0.9002092185134282,0,7,0,C,75.52740957064428,B
S00162,16.840076190102693,88.28704706402578,10.0,8,48,1.0,4,7,0,B,100.0,A
S00163,13.592913500541307,100.0,5.369614420353457,25,30,1.0,6,5,0,B,84.92837397931183,B
S00164,0.0,71.69708059488063,6.356100033757306,7,16,0.5661179610334897,8,5,4,C,41.798674472085,D
S00165,15.920208633179337,46.872412955313834,4.519601613300079,26,33,0.5496061336522361,8,2,4,B,74.09923792719609,B
S00166,9.776825820707504,69.01332221695876,0.8668976806494424,1,42,0.6637043340841607,13,9,3,D,58.45206200304715,C
S00167,16.174344095884393,67.75408422474841,9.836661884766272,28,25,0.5217615549169424,0,2,1,C,76.04909258513582,B
S00168,13.653534128303445,82.67886136543912,8.679215431611151,31,47,0.3532032941165294,11,7,2,A,100.0,A
S00169,15.868477646212185,57.844106890190076,4.900310028066618,17,28,0.3236301909004721,7,5,2,B,60.96801031223939,C
S00170,25.298595121217122,87.83190013023967,6.412935511120341,28,57,0.5509053015875769,5,1,1,C,100.0,A
S00171,17.082574710169766,79.33040443919785,4.597073775588356,28,41,0.35029360535236376,16,0,4,B,99.15701397959404,A
S00172,5.284325753978708,71.20117634962185,2.106787236164923,15,30,0.6677311576696412,2,8,1,B,50.097382963908586,C
S00173,27.924662588385853,89.47277449646187,1.2969533843602337,14,29,0.7560322317639213,5,6,1,C,96.15157747708726,A
S00174,18.27406710077794,73.46807339947502,1.7055635659074602,16,2,0.6290025431773424,9,5,2,D,83.03512083379223,B
S00175,18.58173540648222,73.39046783993656,0.28737154379450214,8,12,0.7285886189527413,18,11,3,B,86.60565689379904,A
S00176,8.012722927297533,59.04896990143574,1.215635499034673,11,30,0.7987903743987441,14,0,1,C,54.65431154536965,C
S00177,12.711966224959113,37.04568715880505,8.302878904995714,39,11,0.7993398446473043,7,4,7,B,60.73993818818566,C
S00178,29.15293360210629,78.98829447089,3.914710793489559,22,20,0.8746338861386931,9,1,1,D,100.0,A
S00179,25.095372005711933,48.40451297689678,2.282803097412143,13,21,0.9748876186341635,0,14,4,D,83.3197083127464,B
S00180,12.304817395332071,92.90934389982417,6.24409558619266,34,47,0.659109004062955,9,8,6,D,92.03229287059779,A
S00181,11.891852375288913,74.71936865331153,8.37233815995804,29,18,0.781410457424907,5,0,0,B,96.87847248583749,A
S00182,21.85293683700542,66.96579992361882,6.545128019828564,27,36,0.5812319675506722,13,8,3,C,100.0,A
S00183,7.945002790178258,74.6021811112641,4.510799108168708,12,19,0.6710962658568964,6,4,0,A,69.21440101472493,C
S00184,15.024673014600216,96.82531834144746,4.462368576123834,20,27,0.5580855414093551,5,2,3,D,71.08946862344047,B
S00185,13.449390889817572,87.44212262897622,4.206455476068168,0,39,0.45214832102930547,10,5,4,A,54.33018424205294,C
S00186,23.02967619048542,75.11946423970996,10.0,7,20,0.7378184987678104,4,7,3,D,98.9192678689767,A
S00187,37.07728031128862,90.90314861248319,6.177247901536301,14,29,0.3461848190221763,6,3,0,C,100.0,A
S00188,15.123031850976846,65.6071495166765,7.865289138324428,9,17,0.9251175542080687,8,2,3,B,76.05693706828833,B
S00189,16.548719290940355,78.93841993502888,7.552693886503917,18,35,0.6793556494135007,11,3,0,C,96.4604720628311,A
S00190,8.468768111191665,82.83365521872015,5.574520816378192,20,14,0.9116969087060649,11,4,1,B,83.85063271507157,B
S00191,19.809653991432917,75.00791938284895,0.6684355515993747,0,21,0.4558575148171682,7,4,1,D,80.89476160796875,B
S00192,18.860192390628733,69.05006760267123,3.888228430782644,41,25,0.7730250823966021,14,9,0,C,100.0,A
S00193,24.003478275318155,61.95505378087958,1.4317643213980165,36,16,0.8276783851216766,8,6,0,A,98.38539545365978,A
S00194,15.952147248431798,48.84227825050653,0.42404272929963316,8,26,0.17223829994801998,13,0,1,B,58.33972024625156,C
S00195,19.37695292140168,75.3369883921807,1.4575615540734654,31,40,0.8436371451415868,12,5,3,A,100.0,A
S00196,9.062163838466924,89.71280173706212,0.0,22,44,0.42971084702160567,13,7,0,B,67.0671367214772,C
S00197,1.854489510766662,73.45117859776428,4.472436786703787,36,30,0.7461401811437367,3,3,1,C,64.66249621442282,C
S00198,26.30395804501464,80.89903835205332,5.977122073439599,16,10,1.0,4,7,3,B,96.72230285517122,A
S00199,14.392391810859818,89.81001774883653,4.0404574302354685,21,17,1.0,1,5,6,A,73.09950457212796,B
S00200,10.058907124846026,87.62292513059639,10.0,1,21,0.6833932793014453,8,1,2,B,79.19175181255645,B
S00201,18.697381328655542,51.02813472174378,10.0,6,32,0.5676035644406782,12,5,0,B,98.38249307485637,A
S00202,21.646818594234933,60.577674455166935,9.177416488827717,31,33,0.4593734795966614,9,9,3,B,99.65329012513571,A
S00203,19.836122610842935,56.243883990454236,7.646999186970227,15,22,0.7531756459304096,7,4,6,A,77.79021499944395,B
S00204,2.46920213628726,63.63011666221989,0.9676565889104394,3,33,0.7300810876352327,10,6,4,B,40.14409615914925,D
S00205,22.140778706394475,45.44844273432247,1.3664842121576566,27,30,0.509212116120671,7,7,2,B,87.0621971579098,A
S00206,36.07377634919967,83.23846194752471,2.5846722803411226,29,41,0.6418849793805275,17,3,1,B,93.2511021422134,A
S00207,17.909055060999744,56.214098333803214,7.660662170291901,15,0,0.7397896293592988,12,6,4,C,72.01298238953954,B
S00208,18.38124052401283,60.717317898909755,5.3284118121418675,30,21,0.3666779417700167,13,0,0,B,79.67375171230232,B
S00209,5.809647718730751,85.19059924434755,6.998937502727635,24,4,0.564487069532869,15,2,1,B,82.46081675559725,B
S00210,1.2391795924174538,96.8959781255691,3.204722193969319,22,57,0.776620042414644,12,3,3,A,74.1329034587624,B
S00211,2.975357585921456,84.75675138804209,8.155842853168757,10,24,0.7500400412503389,19,14,3,D,80.69490700063102,B
S00212,22.964259752664645,91.22913089611274,7.448218530181544,19,46,0.8848323647711805,7,7,0,B,100.0,A
S00213,21.231492028096913,81.59251845930339,6.373318598455658,36,29,0.8337483311185026,4,3,3,B,100.0,A
S00214,18.638361357139043,74.09566512912582,7.322394384858095,9,32,0.96392889889546,19,5,1,D,100.0,A
S00215,23.777221694029564,42.69985620193133,3.5634876319747875,11,40,0.621597472016174,15,6,3,C,75.60517137369833,B
S00216,9.881883780446936,76.04620273261574,1.9925842051823155,8,48,0.39698093140886986,16,2,0,C,71.04129870563578,B
S00217,1.3411363392564262,66.96297805421554,1.6504266801540224,32,27,0.5903425407018797,10,6,4,A,71.39699659300264,B
S00218,11.041752433864932,97.80508855964254,4.11720538461933,14,22,0.36630968961779037,3,5,5,C,52.45064279913754,C
S00219,7.56391311846072,47.307182066428595,0.5104122347297633,13,28,0.4100709560602939,5,1,2,C,44.32299305200471,D
S00220,16.485540717928476,73.7492358708856,5.591981787785633,11,52,0.9495513668152431,15,8,0,B,100.0,A
S00221,17.171962486605185,90.26492200265254,6.65442882571857,23,35,0.43470557433778334,15,8,1,C,100.0,A
S00222,2.0115580958149337,70.09322705116782,4.670691488551573,24,24,0.7840904954495116,5,4,2,B,63.75578421068355,C
S00223,2.1473831940905654,68.44853644142674,10.0,33,10,0.8379415610490388,7,5,2,C,75.32553529723876,B
S00224,8.03586315321849,64.52092746605919,10.0,16,54,0.8994187510989067,12,6,0,C,98.81410304336185,A
S00225,22.09832669813394,88.03734096583909,2.7101416874642554,20,40,0.6581372360841277,15,12,0,D,94.52754030544205,A
S00226,20.129493299288562,91.60447149453962,10.0,12,42,0.49653521844051896,1,0,3,A,89.68831775609218,A
S00227,21.876703095838415,66.7566429613713,3.838608050631456,19,30,0.31606536876046865,9,2,1,C,98.1012267471923,A
S00228,11.061135408051896,64.51142674072308,6.628113193930172,9,32,0.7329820286853114,6,5,0,B,65.63911399717156,C
S00229,24.957436645894294,100.0,0.9467769013759355,6,37,0.8094529594755934,12,4,1,B,100.0,A
S00230,15.072305492098458,85.61454635562731,8.194630217870714,0,8,0.7028664119688313,12,7,2,C,84.9245077379769,B
S00231,5.952892517392675,100.0,6.420896230434364,10,38,0.5162626977027811,7,4,3,C,76.8809296304375,B
S00232,18.399728929980363,70.78470529092621,2.661031158617871,17,31,0.3945560155057251,2,6,1,B,66.74045175002581,C
S00233,31.7075421829594,90.32074943144097,0.24205006328612555,1,58,0.7779228354741807,5,6,0,D,100.0,A
S00234,32.75361017569423,83.23318265728435,5.755510251870857,10,24,0.5421109279518024,12,2,1,D,96.08598711369999,A
S00235,3.411268682931647,75.57356992440043,4.100970055979639,19,69,0.4776065948451672,17,7,2,D,95.37189386009152,A
S00236,17.706773335372727,80.42163055420988,0.0,18,26,0.9860311273119756,11,4,1,A,97.7989644764146,A
S00237,11.341586759305681,93.56157202026209,4.871529856065275,20,42,0.2506221332030789,6,5,4,B,64.46117244414103,C
S00238,9.49025866861668,58.83192282934215,1.2371034111927441,5,27,0.5764781636398426,18,4,4,A,69.58560741338214,C
S00239,5.898514636601467,84.77282987009258,4.395525398157446,19,38,0.8336680977436162,6,5,2,C,87.42497390157561,A
S00240,19.992571320955804,86.26696271708776,1.567215705824876,20,46,1.0,6,6,2,C,93.39794029068506,A
S00241,17.49046938754308,77.95938398446809,10.0,30,32,0.8882621161534966,4,6,5,B,95.81236424735444,A
